id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
565356,1,0,10-19y,high school,poverty,0.4981216883745052,1.0,before 2015,0.0,1.0,32765,,sedan,2,1,0,1.0
386427,2,1,20-29y,university,upper class,0.4568193088454029,0.0,before 2015,1.0,1.0,10238,14000.0,sedan,2,0,1,0.0
875379,2,1,20-29y,university,upper class,0.6069875300207482,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,3,1,3,0.0
43625,1,1,10-19y,university,upper class,0.3308566737384718,1.0,after 2015,0.0,1.0,10238,,sedan,3,1,2,0.0
496158,2,1,10-19y,high school,upper class,0.6024901864339096,1.0,after 2015,1.0,1.0,32765,6000.0,sedan,5,0,1,0.0
725524,3,0,30y+,high school,middle class,0.5839628143132889,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,0,1,0.0
685873,2,0,20-29y,high school,working class,0.4695582997527488,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,1,0.0
917746,2,1,10-19y,university,upper class,0.6592149492799714,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
527488,0,0,0-9y,high school,poverty,0.1573968220490889,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
927919,3,0,30y+,university,upper class,0.7145464974005755,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,0,1,0.0
462574,0,1,0-9y,none,poverty,0.3171971946467171,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
9519,2,0,20-29y,university,upper class,0.5720686898452775,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,3,1,2,0.0
690368,2,1,20-29y,none,middle class,0.5990587120710579,1.0,before 2015,1.0,1.0,21217,11000.0,sedan,3,0,0,1.0
959688,3,0,10-19y,high school,upper class,0.7594636399904836,1.0,before 2015,1.0,1.0,10238,,sedan,1,0,1,0.0
96047,3,0,0-9y,high school,middle class,0.4053479630908377,0.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,0.0
342723,2,1,20-29y,high school,upper class,0.5249484630181547,1.0,before 2015,0.0,0.0,10238,20000.0,sports car,1,0,1,0.0
655511,0,0,0-9y,none,poverty,0.377267939245568,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0
841372,3,0,30y+,high school,upper class,0.5996956646686804,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,2,0,2,0.0
63413,2,0,20-29y,high school,upper class,0.4750576296457786,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,1,0.0
426769,1,1,10-19y,university,upper class,0.6670226191158176,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,2,0,2,0.0
300883,1,0,0-9y,high school,upper class,0.4607932766617084,1.0,before 2015,0.0,1.0,10238,18000.0,sedan,0,0,0,0.0
725533,2,1,20-29y,high school,middle class,0.3677997259150184,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,0,5,0.0
372252,2,1,10-19y,high school,upper class,0.7006798531441334,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,1.0
16946,0,0,0-9y,high school,poverty,0.277929013275103,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
965945,0,0,0-9y,high school,poverty,0.2993852450184929,0.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,1.0
378383,1,1,10-19y,none,poverty,0.3708743122219038,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,1,0.0
53312,2,0,20-29y,university,upper class,0.6218943396286831,1.0,after 2015,1.0,1.0,10238,,sedan,5,1,1,0.0
500464,3,0,30y+,university,upper class,0.5533812550894135,1.0,after 2015,1.0,1.0,10238,,sedan,2,2,3,0.0
277895,1,1,10-19y,high school,poverty,0.4321065815267404,1.0,before 2015,0.0,1.0,10238,18000.0,sedan,1,0,1,1.0
792106,0,1,0-9y,none,poverty,0.2577256895870561,0.0,after 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,1.0
5356,3,0,10-19y,university,middle class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,0,0.0
975718,2,0,0-9y,university,upper class,0.4840149273174377,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
961745,2,1,20-29y,none,working class,0.4146216328652929,0.0,before 2015,0.0,1.0,10238,16000.0,sports car,1,1,2,0.0
34607,2,0,10-19y,university,upper class,0.5571758435147541,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,1,0,0,0.0
112460,0,0,0-9y,none,poverty,0.4224837334393433,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
731204,0,0,0-9y,high school,working class,0.5212215626562555,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,0.0
649702,2,0,0-9y,high school,upper class,,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,0.0
796132,1,1,10-19y,high school,middle class,0.4449273621925888,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,1,1,0,0.0
267138,2,0,20-29y,none,middle class,0.4508686835898137,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,1,0,0,0.0
641980,3,1,10-19y,university,upper class,0.6734804510741489,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,0,0,0.0
786718,2,0,10-19y,university,upper class,0.4840153859225122,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,1,0.0
56755,2,1,0-9y,university,middle class,0.474268089698893,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
683612,0,1,0-9y,high school,poverty,0.3989893200608582,0.0,before 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,1.0
590245,1,0,10-19y,university,upper class,0.7762155221181141,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,1,0,2,1.0
299379,1,0,10-19y,university,upper class,0.530205499379887,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,1,0.0
806500,0,0,0-9y,high school,poverty,0.4072467866003519,0.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
611544,3,0,30y+,university,upper class,0.6772216106455591,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,1,2,0.0
738180,0,0,0-9y,high school,middle class,0.7418778535045897,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,0.0
280427,0,1,0-9y,none,working class,0.1529047455785444,1.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
720601,2,0,20-29y,high school,upper class,,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,1,1,0.0
63508,0,0,0-9y,high school,poverty,0.4287138097752097,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0
804980,3,0,30y+,high school,upper class,0.6038175577620729,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,5,1,3,0.0
488074,1,0,0-9y,none,poverty,0.3881372119136716,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0
762941,2,1,20-29y,university,upper class,0.7834688721543275,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,5,0,2,0.0
526748,0,1,0-9y,university,middle class,0.435456191598556,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0
791926,3,0,30y+,university,middle class,0.5307783036558016,1.0,after 2015,1.0,1.0,10238,,sedan,2,1,5,0.0
146361,1,1,10-19y,none,poverty,0.3009812918467103,0.0,before 2015,1.0,1.0,32765,5000.0,sedan,4,0,3,1.0
13712,2,1,0-9y,none,working class,0.2750996000343182,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,1.0
163488,0,0,0-9y,university,poverty,0.3710940022822425,0.0,before 2015,0.0,0.0,92101,16000.0,sedan,0,0,0,1.0
18293,0,1,0-9y,high school,poverty,0.2756617672600435,0.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,1.0
254901,1,0,10-19y,university,upper class,0.5873112212945992,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,6,0,1,0.0
55603,2,1,20-29y,high school,middle class,0.4716399096490579,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,1,1,2,0.0
519746,2,0,10-19y,high school,middle class,0.537108787941457,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,2,0.0
141211,2,0,20-29y,high school,upper class,0.7547893031960374,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,1,0,0,0.0
122800,0,0,0-9y,high school,poverty,0.3422389157523673,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
41657,2,0,20-29y,high school,middle class,0.5445836413233465,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,1,2,0.0
364755,1,0,10-19y,none,poverty,0.2638709817862523,0.0,before 2015,1.0,1.0,10238,,sedan,1,0,2,0.0
431538,0,1,0-9y,high school,poverty,0.19414954837432,0.0,before 2015,1.0,0.0,10238,12000.0,sports car,0,0,0,1.0
706607,1,1,10-19y,none,working class,0.3780463794716419,0.0,after 2015,0.0,0.0,10238,13000.0,sedan,2,1,3,0.0
849205,2,1,20-29y,high school,middle class,0.4374925466030241,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,6,0,0,0.0
487116,1,1,10-19y,none,working class,0.5300643171181573,1.0,before 2015,0.0,0.0,10238,,sedan,1,0,2,1.0
444073,0,1,0-9y,high school,working class,0.4723364781950884,1.0,after 2015,1.0,0.0,92101,15000.0,sedan,0,0,0,1.0
113895,2,0,20-29y,university,upper class,0.6059529595714276,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,3,1,0,0.0
650403,2,1,20-29y,none,poverty,0.3073861049904308,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,2,0,2,0.0
756342,3,0,10-19y,high school,upper class,,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,2,0,2,0.0
645135,2,0,10-19y,high school,upper class,0.5149450496137513,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,2,0.0
291075,2,1,20-29y,university,upper class,0.5261674021492678,1.0,before 2015,0.0,1.0,10238,12000.0,sports car,1,0,3,0.0
158614,2,1,20-29y,university,upper class,0.6007118624815957,1.0,after 2015,1.0,1.0,32765,,sedan,12,0,3,0.0
50666,2,1,20-29y,high school,upper class,0.5029862773740448,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,6,1,4,0.0
571160,2,1,20-29y,high school,upper class,0.6299692370262022,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,4,0,7,0.0
401739,1,0,10-19y,none,working class,,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,0,0,1,0.0
767370,2,1,0-9y,high school,upper class,0.6340536445631764,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0
912419,2,0,10-19y,none,middle class,0.5898164523944229,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0.0
657999,3,1,0-9y,high school,upper class,0.4871216304800666,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0
816289,2,0,20-29y,high school,middle class,0.6217185834585502,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,3,0.0
824121,1,1,10-19y,university,middle class,,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,3,1,4,0.0
583101,1,1,10-19y,university,upper class,0.6855797056639448,1.0,after 2015,0.0,0.0,10238,8000.0,sedan,0,0,1,0.0
176958,2,0,10-19y,university,upper class,0.5883649716073385,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,1,0,1,0.0
920567,3,0,30y+,high school,upper class,0.5645300727892164,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,1,6,0.0
9863,2,1,20-29y,high school,upper class,0.7221845906508915,1.0,after 2015,0.0,0.0,10238,15000.0,sedan,2,2,1,0.0
755650,3,0,30y+,high school,upper class,0.5861296763368554,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,5,2,1,0.0
562555,0,1,0-9y,none,poverty,0.4160200997146181,1.0,before 2015,0.0,1.0,92101,15000.0,sedan,0,0,0,1.0
420176,1,1,10-19y,none,working class,0.5439834760370996,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,0,0,0.0
839572,2,1,20-29y,high school,working class,0.4529442316093683,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
366732,2,0,20-29y,high school,middle class,0.5474874946645533,1.0,before 2015,0.0,1.0,32765,6000.0,sedan,4,1,2,0.0
514225,2,1,20-29y,none,working class,0.4270750382439556,1.0,before 2015,1.0,1.0,92101,13000.0,sedan,2,2,2,0.0
352690,0,1,0-9y,university,middle class,0.4350849901631921,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,1.0
395702,3,0,30y+,high school,upper class,0.739856729888181,1.0,before 2015,0.0,1.0,92101,11000.0,sedan,1,0,3,0.0
528269,1,0,10-19y,high school,working class,0.4464963868663439,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,2,1,0,0.0
962697,3,0,10-19y,high school,middle class,0.5604078461466384,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,1,0,0.0
750304,2,0,0-9y,high school,middle class,0.6529765248969106,1.0,before 2015,0.0,1.0,32765,15000.0,sedan,0,0,0,0.0
441427,0,1,0-9y,high school,poverty,0.2290155256624907,0.0,before 2015,1.0,0.0,32765,13000.0,sedan,0,0,0,1.0
399360,0,1,0-9y,high school,working class,0.5499963841741269,1.0,before 2015,0.0,1.0,10238,8000.0,sedan,0,0,0,1.0
555833,1,1,10-19y,none,working class,0.3498143324719373,0.0,before 2015,0.0,1.0,32765,7000.0,sedan,4,0,0,1.0
830012,3,0,20-29y,university,upper class,0.6148147154486039,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,1,0.0
55974,0,0,0-9y,high school,working class,0.4527663380576861,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
552010,3,1,20-29y,university,upper class,0.6942652143654913,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,3,0,1,0.0
65112,2,1,10-19y,high school,upper class,,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,1,0.0
943932,3,1,0-9y,university,upper class,0.6326203241626039,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
337500,2,0,0-9y,university,working class,0.3792686190518363,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
695059,2,1,10-19y,university,upper class,0.3835885249830328,1.0,before 2015,0.0,1.0,32765,6000.0,sedan,7,1,1,0.0
532912,2,0,20-29y,none,middle class,0.7942433982554463,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,1,1,0.0
